expression.among.q01	expression.among.q05	expression.among.q50	expression.among.q95	expression.among.q99	expression.within.P.q01	expression.within.P.q05	expression.within.P.q50	expression.within.P.q95	expression.within.P.q99	expression.within.R.q01	expression.within.R.q05	expression.within.R.q50	expression.within.R.q95	expression.within.R.q99	expression.sample.X12A_saliva.q01	expression.sample.X12A_saliva.q05	expression.sample.X12A_saliva.q50	expression.sample.X12A_saliva.q95	expression.sample.X12A_saliva.q99	expression.sample.X33A_saliva.q01	expression.sample.X33A_saliva.q05	expression.sample.X33A_saliva.q50	expression.sample.X33A_saliva.q95	expression.sample.X33A_saliva.q99	expression.sample.X01A_saliva.q01	expression.sample.X01A_saliva.q05	expression.sample.X01A_saliva.q50	expression.sample.X01A_saliva.q95	expression.sample.X01A_saliva.q99	expression.sample.X06A_saliva.q01	expression.sample.X06A_saliva.q05	expression.sample.X06A_saliva.q50	expression.sample.X06A_saliva.q95	expression.sample.X06A_saliva.q99	expression.sample.X11A_saliva.q01	expression.sample.X11A_saliva.q05	expression.sample.X11A_saliva.q50	expression.sample.X11A_saliva.q95	expression.sample.X11A_saliva.q99	expression.sample.X30A_saliva.q01	expression.sample.X30A_saliva.q05	expression.sample.X30A_saliva.q50	expression.sample.X30A_saliva.q95	expression.sample.X30A_saliva.q99	expression.sample.X27A_saliva.q01	expression.sample.X27A_saliva.q05	expression.sample.X27A_saliva.q50	expression.sample.X27A_saliva.q95	expression.sample.X27A_saliva.q99	expression.sample.X07A_saliva.q01	expression.sample.X07A_saliva.q05	expression.sample.X07A_saliva.q50	expression.sample.X07A_saliva.q95	expression.sample.X07A_saliva.q99	expression.sample.X02A_saliva.q01	expression.sample.X02A_saliva.q05	expression.sample.X02A_saliva.q50	expression.sample.X02A_saliva.q95	expression.sample.X02A_saliva.q99	expression.sample.X31A_saliva.q01	expression.sample.X31A_saliva.q05	expression.sample.X31A_saliva.q50	expression.sample.X31A_saliva.q95	expression.sample.X31A_saliva.q99	expression.sample.X35A_saliva.q01	expression.sample.X35A_saliva.q05	expression.sample.X35A_saliva.q50	expression.sample.X35A_saliva.q95	expression.sample.X35A_saliva.q99	expression.sample.X08A_saliva.q01	expression.sample.X08A_saliva.q05	expression.sample.X08A_saliva.q50	expression.sample.X08A_saliva.q95	expression.sample.X08A_saliva.q99	expression.sample.X03A_saliva.q01	expression.sample.X03A_saliva.q05	expression.sample.X03A_saliva.q50	expression.sample.X03A_saliva.q95	expression.sample.X03A_saliva.q99	expression.sample.X28A_saliva.q01	expression.sample.X28A_saliva.q05	expression.sample.X28A_saliva.q50	expression.sample.X28A_saliva.q95	expression.sample.X28A_saliva.q99	expression.sample.X29A_saliva.q01	expression.sample.X29A_saliva.q05	expression.sample.X29A_saliva.q50	expression.sample.X29A_saliva.q95	expression.sample.X29A_saliva.q99	expression.sample.X17A_saliva.q01	expression.sample.X17A_saliva.q05	expression.sample.X17A_saliva.q50	expression.sample.X17A_saliva.q95	expression.sample.X17A_saliva.q99	expression.sample.X10A_saliva.q01	expression.sample.X10A_saliva.q05	expression.sample.X10A_saliva.q50	expression.sample.X10A_saliva.q95	expression.sample.X10A_saliva.q99	expression.sample.X09A_saliva.q01	expression.sample.X09A_saliva.q05	expression.sample.X09A_saliva.q50	expression.sample.X09A_saliva.q95	expression.sample.X09A_saliva.q99	expression.sample.X23A_saliva.q01	expression.sample.X23A_saliva.q05	expression.sample.X23A_saliva.q50	expression.sample.X23A_saliva.q95	expression.sample.X23A_saliva.q99	expression.sample.X32A_saliva.q01	expression.sample.X32A_saliva.q05	expression.sample.X32A_saliva.q50	expression.sample.X32A_saliva.q95	expression.sample.X32A_saliva.q99	expression.sample.X05A_saliva.q01	expression.sample.X05A_saliva.q05	expression.sample.X05A_saliva.q50	expression.sample.X05A_saliva.q95	expression.sample.X05A_saliva.q99	expression.sample.X37A_saliva.q01	expression.sample.X37A_saliva.q05	expression.sample.X37A_saliva.q50	expression.sample.X37A_saliva.q95	expression.sample.X37A_saliva.q99	expression.sample.X36A_saliva.q01	expression.sample.X36A_saliva.q05	expression.sample.X36A_saliva.q50	expression.sample.X36A_saliva.q95	expression.sample.X36A_saliva.q99	expression.sample.X04A_saliva.q01	expression.sample.X04A_saliva.q05	expression.sample.X04A_saliva.q50	expression.sample.X04A_saliva.q95	expression.sample.X04A_saliva.q99	expression.sample.X16A_saliva.q01	expression.sample.X16A_saliva.q05	expression.sample.X16A_saliva.q50	expression.sample.X16A_saliva.q95	expression.sample.X16A_saliva.q99	expression.sample.X14A_saliva.q01	expression.sample.X14A_saliva.q05	expression.sample.X14A_saliva.q50	expression.sample.X14A_saliva.q95	expression.sample.X14A_saliva.q99	expression.sample.X20A_saliva.q01	expression.sample.X20A_saliva.q05	expression.sample.X20A_saliva.q50	expression.sample.X20A_saliva.q95	expression.sample.X20A_saliva.q99	expression.sample.X25A_saliva.q01	expression.sample.X25A_saliva.q05	expression.sample.X25A_saliva.q50	expression.sample.X25A_saliva.q95	expression.sample.X25A_saliva.q99	expression.sample.X40A_saliva.q01	expression.sample.X40A_saliva.q05	expression.sample.X40A_saliva.q50	expression.sample.X40A_saliva.q95	expression.sample.X40A_saliva.q99	expression.sample.X38A_saliva.q01	expression.sample.X38A_saliva.q05	expression.sample.X38A_saliva.q50	expression.sample.X38A_saliva.q95	expression.sample.X38A_saliva.q99	expression.sample.X21A_saliva.q01	expression.sample.X21A_saliva.q05	expression.sample.X21A_saliva.q50	expression.sample.X21A_saliva.q95	expression.sample.X21A_saliva.q99	expression.sample.X26A_saliva.q01	expression.sample.X26A_saliva.q05	expression.sample.X26A_saliva.q50	expression.sample.X26A_saliva.q95	expression.sample.X26A_saliva.q99	expression.sample.X39A_saliva.q01	expression.sample.X39A_saliva.q05	expression.sample.X39A_saliva.q50	expression.sample.X39A_saliva.q95	expression.sample.X39A_saliva.q99	expression.sample.X42A_saliva.q01	expression.sample.X42A_saliva.q05	expression.sample.X42A_saliva.q50	expression.sample.X42A_saliva.q95	expression.sample.X42A_saliva.q99	expression.sample.X19A_saliva.q01	expression.sample.X19A_saliva.q05	expression.sample.X19A_saliva.q50	expression.sample.X19A_saliva.q95	expression.sample.X19A_saliva.q99	expression.sample.X43A_saliva.q01	expression.sample.X43A_saliva.q05	expression.sample.X43A_saliva.q50	expression.sample.X43A_saliva.q95	expression.sample.X43A_saliva.q99	expression.sample.X24A_saliva.q01	expression.sample.X24A_saliva.q05	expression.sample.X24A_saliva.q50	expression.sample.X24A_saliva.q95	expression.sample.X24A_saliva.q99	expression.sample.X44A_saliva.q01	expression.sample.X44A_saliva.q05	expression.sample.X44A_saliva.q50	expression.sample.X44A_saliva.q95	expression.sample.X44A_saliva.q99	expression.sample.X41A_saliva.q01	expression.sample.X41A_saliva.q05	expression.sample.X41A_saliva.q50	expression.sample.X41A_saliva.q95	expression.sample.X41A_saliva.q99	expression.sample.X34A_saliva.q01	expression.sample.X34A_saliva.q05	expression.sample.X34A_saliva.q50	expression.sample.X34A_saliva.q95	expression.sample.X34A_saliva.q99	difference.between.q01	difference.between.q05	difference.between.q50	difference.between.q95	difference.between.q99	difference.within.q01	difference.within.q05	difference.within.q50	difference.within.q95	difference.within.q99	effect.q01	effect.q05	effect.q50	effect.q95	effect.q99	criteria.significance	criteria.significant	criteria.meaning	criteria.meaningful
344	-12.212	-7.707	-0.646	5.118	6.432	-11.681	-7.223	-0.057	5.738	6.523	-12.613	-8.158	-1.21	4.639	5.902	-2.255	-1.132	1.478	3.324	3.936	-1.54	-0.919	0.409	1.463	1.753	-1.834	-0.955	1.223	2.655	3.192	-14.427	-9.524	-2.649	0.61	1.288	1.681	2.341	3.585	4.528	4.838	-16.191	-10.741	-3.554	-0.567	0.259	-14.933	-10.756	-3.186	-0.161	0.735	-0.732	-0.013	1.37	2.418	2.76	6.013	6.139	6.387	6.67	6.777	-11.76	-8.226	-2.144	0.825	1.531	-4.777	-3.486	-0.805	0.879	1.503	-12.077	-8.361	-1.806	1.202	2.074	-3.757	-2.278	0.346	2.072	2.521	-14.687	-9.072	-2.834	0.354	1.182	-13.628	-9.528	-2.956	0.123	0.85	-14.758	-8.257	-1.464	1.738	2.731	2.421	2.708	3.361	3.918	4.134	-4.06	-2.158	0.388	2.179	2.675	3.674	3.918	4.507	5.023	5.243	-13.931	-9.854	-2.598	0.691	1.612	-13.701	-9.515	-2.757	0.199	1.059	-13.741	-9.846	-3.377	-0.315	0.54	-16.603	-10.744	-3.833	-0.828	0.099	-4.786	-2.817	-0.242	1.511	2.045	-11.554	-7.993	-1.072	1.998	2.88	5.005	5.206	5.676	6.115	6.301	-12.731	-8.759	-1.226	1.896	2.774	-2.15	-1.045	0.808	2.168	2.681	-14.021	-9.394	-2.862	0.418	1.305	-12.037	-8.1	-1.33	1.657	2.46	-12.111	-7.588	-1.116	1.91	2.939	-14.644	-9.265	-3.039	0.101	0.825	-14.169	-9.368	-3.18	-0.114	0.872	0.988	1.471	2.872	3.939	4.367	-11.708	-7.761	-1.043	2.193	2.921	-12.601	-8.094	-1.893	1.133	2.192	-14.043	-9.814	-2.537	0.605	1.363	-13.72	-7.931	-1.561	1.454	2.178	-12.851	-7.571	-1.215	1.709	2.612	0.344	0.797	1.745	2.5	2.822	-14.269	-9.733	-1.17	7.53	12.213	0.652	1.432	5.304	12.69	17.384	-6.58	-2.808	-0.205	1.905	4.702	0.404	FALSE	0.205	FALSE
345	-11.646	-7.062	-0.218	4.409	4.844	-11.575	-7.015	-0.306	3.898	4.754	-11.696	-7.102	-0.113	4.536	4.899	-11.982	-7.163	-0.65	2.218	2.921	-1.502	-0.854	0.435	1.482	1.788	-1.824	-0.878	1.246	2.603	3.018	-16.331	-9.281	-2.461	0.502	1.259	-3.02	-1.428	1.498	3.177	3.719	-5.158	-3.889	-1.19	0.363	1.027	-3.061	-1.763	0.073	1.484	1.893	0.573	1.173	2.158	2.952	3.251	3.957	4.134	4.545	4.947	5.095	-12.527	-8.988	-1.978	1.088	1.79	-2.884	-1.909	0.092	1.481	1.869	-3.114	-1.982	0.598	2.335	2.915	-15.46	-9.343	-2.115	1.068	1.872	-13.88	-9.239	-2.471	0.408	1.111	-14.979	-10.245	-3.026	0.119	0.999	-11.127	-7.161	-1.25	1.97	2.752	-14.297	-9.7	-2.801	0.293	1.043	-13.376	-8.726	-2.048	1.095	1.903	-14.655	-8.559	-2.336	0.9	1.845	0.347	0.891	2.14	3.101	3.472	-2.585	-1.573	0.392	1.647	2.188	4.11	4.254	4.608	4.989	5.141	-14.261	-10.448	-3.817	-0.596	0.24	2.389	2.69	3.304	3.951	4.214	-11.921	-7.695	-0.985	2.067	2.838	3.38	3.699	4.401	5.03	5.271	-11.526	-7.923	-1.11	1.829	2.8	-14.978	-9.458	-2.49	0.528	1.314	-1.248	-0.51	1.041	2.206	2.567	-14.733	-8.277	-1.545	1.405	2.253	-14.335	-8.691	-1.414	1.869	2.618	-13.361	-8.936	-2.874	0.21	0.916	-4.642	-3.311	-0.646	1.067	1.691	-3.427	-1.774	0.982	2.753	3.262	-11.804	-7.589	-1.093	2.19	3.011	-15.295	-8.387	-2.084	1.187	1.911	-1.26	-0.196	1.318	2.497	2.753	-1.168	-0.274	1.656	2.993	3.522	-11.67	-7.636	-1.045	1.791	2.585	-12.707	-9.469	-3.209	-0.083	0.579	-12.13	-7.558	0.244	7.993	12.681	0.559	1.265	4.801	11.803	16.529	-5.761	-2.258	0.045	2.5	6.13	0.476	FALSE	0.045	FALSE
346	6.164	6.764	9.819	12.366	12.719	6.425	7.074	9.727	12.086	12.639	6.008	6.681	9.968	12.447	12.765	7.769	7.883	8.185	8.511	8.643	8.851	8.931	9.095	9.27	9.337	9.378	9.454	9.667	9.88	9.989	10.806	10.883	11.077	11.27	11.355	10.165	10.26	10.495	10.741	10.84	10.018	10.092	10.266	10.447	10.523	11.315	11.39	11.558	11.74	11.836	10.609	10.695	10.884	11.084	11.189	12.273	12.349	12.545	12.74	12.831	8.39	8.477	8.696	8.927	9.026	9.736	9.807	9.989	10.183	10.268	10.304	10.374	10.576	10.793	10.916	8.5	8.588	8.799	9.024	9.131	6.184	6.294	6.567	6.841	6.954	7.18	7.26	7.475	7.714	7.804	8.674	8.778	9.023	9.303	9.395	9.541	9.596	9.777	9.981	10.086	8.411	8.51	8.744	8.959	9.073	8.043	8.125	8.343	8.577	8.645	11.3	11.383	11.562	11.754	11.829	11.937	12.014	12.195	12.383	12.475	11.766	11.838	12.011	12.203	12.271	8.178	8.265	8.44	8.614	8.693	10.335	10.411	10.599	10.803	10.895	6.672	6.811	7.174	7.568	7.713	10.469	10.557	10.788	10.998	11.097	6.771	6.924	7.266	7.596	7.726	6.567	6.712	6.983	7.238	7.344	12.424	12.502	12.676	12.853	12.922	7.997	8.102	8.362	8.613	8.724	5.608	5.819	6.237	6.667	6.818	7.439	7.511	7.717	7.931	8.022	9.989	10.07	10.255	10.436	10.516	8.04	8.136	8.387	8.671	8.781	7.036	7.24	7.573	7.901	8.061	9.561	9.641	9.852	10.067	10.173	9.802	9.881	10.081	10.272	10.359	10.336	10.429	10.644	10.874	10.966	9.963	10.07	10.294	10.516	10.613	10.407	10.471	10.637	10.814	10.888	-5.323	-4.14	-0.293	3.678	4.969	0.348	0.686	2.682	5.155	6.05	-5.515	-2.14	-0.106	1.829	4.943	0.454	FALSE	0.106	FALSE
347	-10.727	-5.992	0.667	4.556	5.712	-10.978	-6.132	0.718	5.099	5.797	-10.4	-5.833	0.619	4.095	4.916	-13.305	-7.723	-0.951	2.163	3.006	-1.548	-0.874	0.486	1.579	1.949	-0.527	0.226	1.813	3.026	3.382	-0.526	0.268	1.594	2.671	2.977	-2.764	-1.29	1.39	3.106	3.74	5.281	5.403	5.674	5.925	6.089	3.704	3.896	4.298	4.697	4.844	-14.635	-9.668	-2.796	0.247	1.203	-14.037	-9.348	-2.991	0.149	0.901	1.767	2.265	3.163	3.947	4.272	-1.663	-0.906	0.667	1.824	2.268	0.94	1.543	2.699	3.638	4.124	-14.534	-8.801	-2.139	0.988	1.64	-5.259	-3.338	-0.302	1.382	1.942	-15.209	-10.564	-3.192	0.128	0.88	-12.461	-8.319	-1.257	1.815	2.536	3.229	3.475	3.971	4.484	4.672	-13.887	-8.82	-1.948	1.209	1.886	-3.731	-2.505	0.239	1.924	2.568	-2.388	-1.082	0.858	2.288	2.695	-14.787	-10.064	-2.797	0.13	1.04	4.24	4.399	4.742	5.076	5.222	2.487	2.726	3.228	3.666	3.783	0.88	1.366	2.375	3.184	3.477	-12.398	-7.637	-1.12	1.971	2.761	-3.219	-1.826	0.833	2.526	2.99	-11.936	-7.695	-1.16	1.844	2.67	-12.597	-8.943	-2.427	0.662	1.418	-2.523	-1.434	0.533	1.801	2.334	-3.107	-1.878	0.778	2.523	3.007	-13.277	-8.194	-1.256	1.946	2.81	0.159	0.742	1.849	2.7	2.964	-5.251	-3.174	-0.645	1.004	1.512	-14.809	-8.873	-1.43	1.64	2.502	-12.63	-8.355	-0.968	2.015	2.946	0.925	1.379	2.622	3.557	3.786	0.338	0.895	2.021	2.933	3.3	-11.952	-8.198	-1.547	1.583	2.166	-3.332	-1.751	0.99	2.843	3.495	-2.031	-1.194	0.524	1.729	2.217	-12.226	-7.603	-0.245	7.255	12.06	0.543	1.195	4.41	11.567	16.527	-5.663	-2.323	-0.05	2.379	6.18	0.476	FALSE	0.05	FALSE
348	-2.055	0.753	4.242	6.968	7.356	-0.312	1.306	4	6.677	6.925	-4.294	0.321	5.037	7.18	7.447	2.33	2.824	3.903	4.75	5.058	4.424	4.591	4.862	5.165	5.278	3.827	4.052	4.611	5.115	5.284	2.982	3.185	3.831	4.373	4.594	2.299	2.748	3.829	4.687	4.968	2.925	3.086	3.564	3.971	4.168	2.886	3.111	3.597	4.085	4.266	3.503	3.749	4.24	4.689	4.864	5.921	6.06	6.341	6.604	6.713	2.997	3.262	3.904	4.481	4.736	6.432	6.554	6.797	7.032	7.104	0.932	1.519	2.677	3.662	4.089	0.123	0.755	2.105	3.194	3.64	-2.593	-1.206	0.522	1.918	2.451	1.268	1.719	2.544	3.234	3.449	4.312	4.522	5.075	5.661	5.851	4.299	4.503	4.889	5.259	5.394	1.37	1.76	2.763	3.656	3.961	3.122	3.455	4.06	4.666	4.966	6.086	6.221	6.513	6.806	6.996	6.988	7.097	7.313	7.56	7.679	5.485	5.58	5.869	6.141	6.255	4.992	5.097	5.354	5.626	5.726	4.411	4.611	5.029	5.42	5.537	-0.765	0.343	2.199	3.574	4.054	6.056	6.198	6.553	6.922	7.062	-0.628	0.262	2.117	3.536	3.914	-0.214	0.349	1.74	2.74	3.121	4.944	5.11	5.454	5.796	5.917	-1.224	-0.285	1.694	3.028	3.42	-12.734	-8.427	-1.145	2.026	2.831	1.846	2.213	2.921	3.58	3.791	3.493	3.682	4.12	4.571	4.717	0.091	0.916	2.403	3.612	3.92	2.129	2.707	3.8	4.661	5.054	4.389	4.63	5.143	5.641	5.814	5.061	5.228	5.57	5.958	6.099	6.266	6.403	6.764	7.097	7.265	4.685	4.943	5.499	5.964	6.128	6.723	6.81	7.028	7.249	7.337	-8.551	-4.665	0.53	4.309	6.052	0.271	0.649	2.835	6.786	11.363	-7.605	-2.171	0.17	2.733	7.902	0.428	FALSE	0.17	FALSE
349	-8.368	-4.039	0.627	2.855	3.685	-8.097	-3.65	1.013	3.022	3.856	-8.611	-4.359	0.25	2.675	3.421	-2.955	-1.28	1.535	3.268	3.832	-2.423	-1.496	0.077	1.269	1.675	0.728	1.31	2.503	3.453	3.762	-2.28	-1.203	0.715	2.055	2.386	1.049	1.886	3.285	4.233	4.58	0.868	1.139	1.993	2.66	2.879	0.288	0.81	1.802	2.561	2.833	0.341	0.822	1.984	2.803	3.153	-1.602	-0.826	0.861	1.985	2.427	-4.443	-2.802	0.249	2.007	2.451	-1.019	-0.415	1.019	2.075	2.419	-14.457	-8.847	-1.703	1.277	2.207	-4.182	-2.38	0.245	1.984	2.584	-14.783	-8.9	-2.59	0.478	1.347	0.178	0.726	1.772	2.624	2.938	-3.135	-1.531	1.086	2.8	3.191	-0.774	0.058	1.319	2.378	2.724	-3.8	-2.494	0.355	2.212	2.79	-13.581	-9.008	-2.033	0.947	1.78	-4.144	-2.805	-0.066	1.748	2.288	-2.4	-1.559	0.39	1.796	2.246	-2.612	-1.875	-0.021	1.439	1.902	-1.742	-0.989	0.38	1.349	1.795	-4.944	-2.997	-0.218	1.434	2.034	-12.518	-8.022	-0.917	1.968	2.937	-12.681	-8.082	-1.444	1.597	2.4	-13.973	-8.135	-1.419	1.906	2.637	-4.362	-2.897	-0.146	1.717	2.308	-4.533	-2.975	-0.429	1.45	1.877	-13.489	-8.505	-1.574	1.61	2.391	0.175	1.105	2.621	3.723	4.093	-2.182	-1.624	0.333	1.686	2.164	-5.068	-3.541	-0.629	1.015	1.634	-1.428	-0.025	1.867	3.298	3.695	-12.506	-7.687	-0.846	2.177	2.961	-3.868	-2.099	0.412	2.145	2.733	-4.104	-2.888	-0.028	1.674	2.149	-3.514	-2.045	0.787	2.535	3.039	-1.285	0.109	1.958	3.291	3.74	-0.135	0.431	1.501	2.474	2.813	-9.829	-5.599	-0.683	4.327	8.553	0.299	0.684	2.742	8.606	13.445	-8.277	-3.209	-0.208	2.099	5.908	0.387	FALSE	0.208	FALSE
350	-13.36	-8.723	-1.975	1.47	2.389	-13.533	-8.846	-2.011	1.59	2.499	-13.247	-8.625	-1.927	1.335	2.252	-11.082	-7.688	-0.856	2.309	2.908	-17.798	-10.315	-3.661	-0.602	0.218	-13.804	-9.05	-1.987	1.136	1.586	-16.003	-10.01	-2.456	0.585	1.389	-12.001	-7.662	-1.023	2.15	2.815	-15.497	-10.394	-3.578	-0.473	0.362	-14.021	-9.86	-3.261	-0.137	0.77	-14.693	-10.241	-2.813	0.147	1.001	-15.23	-9.9	-2.912	0.19	1.175	-11.996	-8.286	-1.981	0.928	1.748	-13.5	-9.819	-3.232	-0.04	0.935	-13.113	-8.659	-1.851	1.254	2.154	-12.431	-8.432	-2.289	1.163	1.843	-16.038	-9.763	-2.798	0.296	1.014	-13.656	-9.628	-2.908	0.118	1.053	-3.46	-1.603	1.07	2.864	3.327	-1.322	-0.672	0.941	2.11	2.508	-3.614	-2.487	0.354	2.143	2.642	-13.9	-8.719	-2.277	0.844	1.603	-13.536	-9.318	-2.43	0.67	1.284	-13.516	-9.555	-2.806	0.281	0.933	-14.803	-9.913	-3.245	-0.28	0.736	-15.321	-9.933	-3.791	-0.825	-0.061	-14.531	-8.747	-2.609	0.353	1.483	-12.17	-7.455	-1.002	1.965	2.868	-13.049	-7.722	-1.494	1.439	2.305	-13.237	-7.69	-1.36	1.936	2.649	-13.024	-9.195	-2.538	0.735	1.485	-5.039	-3.247	-0.291	1.382	1.829	-14.895	-8.436	-1.788	1.573	2.291	-12.524	-7.776	-1.142	1.877	2.715	-13.639	-10.388	-3.154	0.085	0.736	-4.942	-3.441	-0.659	1.015	1.618	-13.102	-7.718	-1.48	1.75	2.551	-13.581	-8.324	-0.882	2.01	2.894	-13.687	-8.9	-1.849	1.235	1.939	-14.435	-9.179	-2.463	0.611	1.591	-12.631	-8.845	-1.473	1.541	2.433	-11.275	-8.048	-1.419	1.679	2.64	-14.333	-10.332	-3.188	-0.243	0.54	-11.933	-7.384	-0.005	7.524	12.156	0.49	1.106	4.391	11.318	16.073	-6.295	-2.513	-0.001	2.386	5.985	0.5	FALSE	0.001	FALSE
351	-11.832	-7.319	-0.42	2.816	4.282	-11.236	-6.896	-0.157	3.609	4.444	-12.382	-7.718	-0.71	2.598	3.291	-3.386	-1.211	1.415	3.26	3.863	-15	-10.163	-3.64	-0.579	0.059	-15.222	-9.133	-1.924	1.081	1.723	-4.738	-2.846	-0.152	1.563	2.047	-12.25	-8.478	-1.021	2.198	2.988	1.445	1.771	2.435	3.074	3.254	0.104	0.492	1.554	2.377	2.635	-5.111	-3.265	-0.409	1.289	1.854	-1.215	-0.613	0.814	2.006	2.455	-4.03	-2.484	0.192	1.916	2.489	-1.726	-0.867	0.7	1.826	2.315	-12.817	-8.539	-1.628	1.233	2.015	-13.835	-9.028	-2.196	1.096	1.939	-13.682	-8.819	-2.576	0.487	1.278	-14.043	-9.375	-2.804	0.105	0.967	-12.751	-8.106	-1.349	1.558	2.354	3.52	3.708	4.209	4.661	4.855	-13.658	-9.047	-2.125	0.916	1.776	-3.899	-2.531	0.293	2.016	2.434	-4.012	-2.485	0.082	1.826	2.345	-14.518	-9.849	-2.804	0.14	1.143	-15.053	-10.655	-3.277	-0.147	0.627	-2.424	-1.705	-0.017	1.14	1.579	-0.983	-0.299	1.212	2.32	2.724	-12.331	-7.939	-0.944	2.117	2.835	-13.295	-8.54	-1.62	1.479	2.284	-1.042	0.084	2.026	3.362	3.825	-13.468	-8.91	-2.594	0.619	1.46	1.362	1.705	2.589	3.329	3.612	-13.604	-8.588	-1.439	1.515	2.411	-12.509	-8.068	-0.999	1.885	2.788	-0.857	-0.131	1.201	2.249	2.661	-14.535	-8.97	-2.964	0.06	0.977	-13.099	-8.167	-1.402	1.753	2.459	-2.928	-1.164	1.484	3.397	3.836	-13.421	-8.688	-1.799	1.287	2.047	-15.569	-9.375	-2.384	0.691	1.385	-13.394	-8.981	-1.445	1.592	2.33	-14.117	-9.547	-1.418	1.817	2.515	-4.977	-3.599	-0.873	0.9	1.416	-12.798	-8.118	-0.481	6.657	11.167	0.484	1.081	4.297	11.403	16.153	-6.899	-2.766	-0.098	2.157	5.661	0.449	FALSE	0.098	FALSE
352	-13.593	-8.93	-1.961	2.373	3.21	-13.528	-8.835	-1.964	2.45	3.205	-13.724	-9.012	-1.956	2.287	3.225	-11.825	-7.644	-1.053	2.287	3.017	-14.351	-10.297	-3.742	-0.723	0.208	-13.699	-8.743	-2.132	1.147	1.858	-14.875	-8.849	-2.514	0.51	1.223	-11.42	-7.354	-0.974	2.185	3.196	-15.852	-10.553	-3.499	-0.609	0.318	-14.419	-9.986	-3.11	-0.198	0.479	-15.694	-9.813	-2.795	0.284	1.039	-15.268	-10.813	-3.099	0.118	0.91	-14.382	-8.644	-2.129	1.041	1.786	-14.582	-9.683	-3.171	-0.136	0.929	0.834	1.48	2.663	3.603	4.023	-4.652	-2.369	0.344	2.072	2.638	0.541	1.051	2.066	2.933	3.254	-14.954	-9.836	-3.105	0.141	0.996	-13.718	-8.789	-1.163	1.845	2.505	-15.988	-9.037	-2.728	0.274	0.97	-12.589	-8.653	-1.936	1.076	1.782	-12.092	-8.535	-2.1	0.866	1.646	-14.066	-9.574	-2.382	0.637	1.529	-14.495	-9.649	-3.003	0.219	1.131	-14.671	-10.357	-3.31	-0.169	0.757	-15.218	-11.25	-3.8	-0.556	0.391	-13.379	-9.281	-2.501	0.493	1.469	-12.809	-7.738	-0.927	2.223	3.111	-13.976	-8.958	-1.585	1.477	2.317	-12.097	-7.746	-1.253	1.858	2.777	-13.181	-8.491	-2.329	0.704	1.33	-13.83	-9.173	-2.733	0.258	1.078	0.639	1.294	2.594	3.652	3.994	-14.648	-8.928	-1.357	1.961	2.799	-14.518	-9.618	-2.924	0.161	1.293	-15.911	-10.014	-2.932	-0.051	0.921	-13.067	-8.215	-1.211	1.78	2.64	-13.263	-8.187	-0.969	2.193	2.884	-12.61	-9.316	-1.855	1.253	1.949	-14.268	-9.584	-2.402	0.648	1.29	-13.341	-8.339	-1.572	1.688	2.499	-3.267	-1.856	1.067	2.781	3.34	-15.993	-10.248	-3.355	-0.162	0.602	-12.717	-8.078	-0.031	7.948	12.656	0.567	1.28	4.856	12.076	16.912	-6.018	-2.445	-0.006	2.278	5.592	0.497	FALSE	0.006	FALSE
353	5.053	5.614	7.737	10.267	12.779	4.942	5.556	7.748	11.834	12.842	5.174	5.716	7.705	10.152	10.283	4.378	4.62	5.292	5.874	6.098	7.493	7.555	7.736	7.917	7.983	7.628	7.718	7.951	8.209	8.343	8.71	8.806	9.023	9.227	9.326	6.078	6.298	6.721	7.121	7.296	8.455	8.526	8.717	8.901	8.997	8.548	8.607	8.801	8.984	9.085	10.084	10.162	10.348	10.551	10.646	5.761	5.912	6.191	6.474	6.584	6.867	6.982	7.264	7.516	7.647	8.503	8.582	8.767	8.972	9.059	6.944	7.043	7.339	7.628	7.755	8.239	8.333	8.556	8.786	8.879	5.246	5.377	5.683	6.018	6.156	12.501	12.564	12.751	12.938	13.034	6.27	6.413	6.775	7.144	7.288	7.187	7.275	7.504	7.735	7.821	7.88	7.973	8.22	8.457	8.554	6.228	6.335	6.639	6.957	7.077	7.417	7.536	7.771	8.022	8.118	9.723	9.811	9.999	10.192	10.284	9.708	9.791	9.965	10.154	10.248	7.251	7.316	7.51	7.701	7.792	7.575	7.65	7.866	8.099	8.206	5.463	5.67	6.171	6.633	6.8	8.571	8.671	8.911	9.144	9.268	9.769	9.87	10.115	10.353	10.439	5.578	5.707	6.029	6.353	6.46	6.686	6.806	7.044	7.281	7.372	4.742	4.926	5.404	5.9	6.085	6.386	6.517	6.894	7.253	7.435	7.048	7.13	7.354	7.573	7.68	9.813	9.883	10.063	10.257	10.332	5.792	5.974	6.401	6.795	6.949	6.405	6.617	7.001	7.389	7.56	7.813	7.906	8.164	8.427	8.546	9.804	9.868	10.069	10.275	10.356	8.535	8.623	8.863	9.1	9.204	6.948	7.059	7.41	7.705	7.857	9.524	9.597	9.767	9.948	10.046	-6.103	-3.552	0.2	3.617	4.637	0.261	0.682	2.473	5.168	6.832	-5.402	-2.282	0.079	1.93	6.803	0.466	FALSE	0.079	FALSE
